artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Gwen Stefani;Hollaback Girl;199853;2004;110.007;pop, R&B;0.916;10;-2.221
Sam Smith;"Writing's On The Wall - From ""Spectre"" Soundtrack";278987;2015;81.418;pop;0.302;5;-8.19
Dennis Lloyd;Nevermind;156600;2017;99.977;pop;0.688;5;-8.339
David Guetta;This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016);207272;2016;110.169;hip hop, pop, Dance/Electronic;0.915;9;-3.456
Ronan Keating;Lovin' Each Day;212973;2000;106.676;pop, rock;0.899;1;-6.261
Bob Sinclar;Rock This Party - Everybody Dance Now;245466;2006;128.009;pop, Dance/Electronic;0.823;5;-3.708
Jonas Brothers;Sucker;181026;2019;137.958;pop;0.734;1;-5.065
Eminem;Mockingbird;250760;2004;84.039;hip hop;0.678;0;-3.798
T-Pain;Buy U a Drank (Shawty Snappin') (feat. Yung Joc);227960;2007;80.001;hip hop, pop, R&B;0.55;1;-8.137
Timbaland;Carry Out (Featuring Justin Timberlake);232466;2009;115.68;hip hop, pop, R&B;0.574;10;-6.693
Christina Aguilera;"Lady Marmalade - From ""Moulin Rouge"" Soundtrack";264893;2001;109.919;pop;0.801;5;-3.769
Jonas Brothers;Burnin' Up;175093;2008;114.03;pop;0.954;2;-3.462
Ashanti;Rock Wit U (Awww Baby);209120;2003;94.998;hip hop, pop, R&B;0.797;4;-3.006
Calvin Harris;Let's Go (feat. Ne-Yo);232800;2012;128.016;hip hop, pop, Dance/Electronic;0.882;4;-2.932
XXXTENTACION;Jocelyn Flores;119133;2017;134.021;hip hop;0.391;0;-9.144
DJ Casper;Cha Cha Slide - Hardino Mix;222146;2004;131.012;set();0.911;11;-6.722
Tinie Tempah;Written in the Stars (feat. Eric Turner);207653;2010;91.881;hip hop, pop, Dance/Electronic;0.931;7;-4.188
Gavin DeGraw;In Love With a Girl;206000;2008;161.905;pop, Folk/Acoustic;0.906;3;-4.8
Keane;Is It Any Wonder?;186173;2006;129.352;pop;0.955;11;-2.771
Eric Prydz;Call on Me - Radio Mix;171360;2004;126.342;pop, Dance/Electronic;0.837;10;-6.518
Shayne Ward;That's My Goal;219600;2006;68.637;pop;0.508;2;-5.966
Far East Movement;Rocketeer;211253;2010;96.005;hip hop, pop;0.845;4;-6.115
Chord Overstreet;Hold On;198853;2017;119.949;pop, Folk/Acoustic;0.443;2;-9.681
Galantis;Runaway (U & I);227073;2015;126.008;pop, Dance/Electronic;0.805;1;-4.119
S Club 7;Don't Stop Movin';233626;2001;117.033;pop;0.672;7;-6.133
Nelly Furtado;Maneater;258893;2006;132.722;hip hop, pop, latin;0.777;6;-4.81
Girls Aloud;Love Machine;205360;2004;116.02;pop, Dance/Electronic;0.95;7;-4.21
Little Mix;Wings;219733;2012;114.962;pop;0.875;7;-3.141
David Guetta;Turn Me On (feat. Nicki Minaj);199680;2012;127.96;hip hop, pop, Dance/Electronic;0.793;8;-2.266
Ludacris;How Low;201586;2010;143.96;hip hop, pop;0.498;1;-6.977
Razorlight;In The Morning;222453;2006;124.191;rock, pop;0.855;4;-3.495
Rihanna;We Found Love;215226;2011;127.985;hip hop, pop, R&B;0.766;1;-4.485
James Morrison;I Won't Let You Go;229303;2011;105.955;pop, R&B;0.611;0;-6.427
Adam Lambert;Ghost Town;208330;2015;119.955;pop;0.736;4;-5.709
Kanye West;Flashing Lights;237506;2007;90.482;hip hop;0.628;6;-7.578
LMFAO;Sexy And I Know It;199480;2011;130.021;hip hop, pop, Dance/Electronic;0.861;7;-4.225
Sigala;Wish You Well;205653;2019;124.975;pop, Dance/Electronic;0.895;5;-3.787
Maroon 5;Misery;216200;2010;102.978;pop;0.81;4;-4.874
Khalid;Better;229412;2018;97.565;pop, R&B;0.585;0;-10.332
Storm Queen;Look Right Through - MK Vocal Edit;150400;2014;119.995;Dance/Electronic;0.815;0;-8.035
Ellie Goulding;On My Mind;213445;2015;154.943;pop, rock, Dance/Electronic;0.688;2;-6.607
Halsey;Bad At Love;181279;2017;118.384;pop, Dance/Electronic;0.751;0;-3.539
Christina Perri;Jar of Hearts;246587;2011;74.541;pop;0.348;3;-6.142
Tom Walker;Leave a Light On;185863;2017;68.976;rock, pop;0.624;5;-5.946
Halsey;Without Me;201660;2018;136.041;pop, Dance/Electronic;0.488;6;-7.05
Rihanna;Rude Boy;222920;2009;173.906;hip hop, pop, R&B;0.75;11;-4.496
Ricky Martin;Nobody Wants to Be Lonely (with Christina Aguilera);252706;2008;100.851;pop, latin;0.854;10;-5.02
Mary J. Blige;No More Drama;326240;2001;97.914;pop, R&B;0.837;6;-6.818
Panjabi MC;Mundian to Bach Ke;244666;2003;98.077;World/Traditional, hip hop;0.879;8;-4.951
Fifth Harmony;All In My Head (Flex) (feat. Fetty Wap);210573;2016;95.04;pop;0.791;0;-5.194
Jason Derulo;Wiggle (feat. Snoop Dogg);193295;2013;81.946;hip hop, pop;0.621;9;-6.886
Justin Timberlake;SexyBack (feat. Timbaland);242733;2006;117.0;pop;0.583;7;-5.562
Khalid;Love Lies (with Normani);201707;2018;143.955;pop, R&B;0.648;6;-5.626
Rita Ora;I Will Never Let You Down;203466;2014;128.011;hip hop, pop, Dance/Electronic;0.801;4;-3.215
OneRepublic;All The Right Moves;238000;2009;146.024;pop;0.948;0;-3.527
Camila Cabello;Havana (feat. Young Thug);216896;2017;104.992;pop;0.517;7;-4.323
DJ Fresh;Hot Right Now (feat. RITA ORA) - Radio Edit;182333;2012;175.017;pop, Dance/Electronic;0.972;4;-1.569
Lil Wayne;Right Above It;271946;2010;76.052;hip hop, pop;0.841;3;-4.348
Trey Songz;Bottoms Up (feat. Nicki Minaj);242013;2010;74.008;hip hop, pop, R&B;0.601;1;-5.283
Rob $tone;Chill Bill (feat. J. Davi$ & Spooks);177184;2016;108.034;hip hop;0.427;6;-10.028
Flo Rida;GDFR (feat. Sage the Gemini & Lookas);190185;2015;145.889;hip hop, pop;0.827;5;-4.036
Train;Drive By;195973;2012;122.028;pop;0.837;1;-3.113
Bruno Mars;Grenade;222091;2010;110.444;pop;0.558;2;-7.273
Destiny's Child;Bootylicious;207906;2001;103.376;pop, R&B;0.835;1;-4.386
Nickelback;If Today Was Your Last Day;249066;2008;89.956;rock, metal;0.911;3;-5.749
Bruno Mars;Treasure;178560;2012;116.017;pop;0.692;5;-5.28
T.I.;Bring Em Out;216706;2004;98.579;hip hop, pop;0.891;11;-2.983
Sam Feldt;Post Malone (feat. RANI);174444;2019;107.356;pop, Dance/Electronic;0.642;7;-3.87
Tame Impala;The Less I Know The Better;216320;2015;116.879;metal;0.74;4;-4.083
Mýa;Case Of The Ex (Whatcha Gonna Do);236906;2000;98.0;pop, R&B;0.688;1;-4.715
John Legend;All of Me;269560;2013;119.93;pop, R&B;0.264;8;-7.064
Fat Joe;Get It Poppin' (feat. Nelly) - Radio Version;211320;2005;100.813;hip hop, pop;0.55;1;-7.558
Panic! At The Disco;High Hopes;190946;2018;82.014;rock;0.904;5;-2.729
Nelly;Over And Over;253933;2004;169.799;hip hop, pop, R&B;0.517;7;-10.02
Chamillionaire;Ridin';303053;2005;143.052;hip hop, pop;0.799;8;-4.68
Madcon;Beggin (original version);216146;2007;129.023;hip hop, pop;0.8;4;-5.144
Drake;Headlines;235986;2011;151.894;hip hop, pop, R&B;0.566;6;-7.16
Charlene Soraia;Wherever You Will Go;197577;2011;111.202;pop;0.115;9;-9.217
Lykke Li;I Follow Rivers - The Magician Remix;281106;2011;122.019;pop, Dance/Electronic;0.709;9;-5.737
Ed Sheeran;Antisocial (with Travis Scott);161746;2019;151.957;pop;0.823;5;-5.313
Westlife;The Rose;219106;2006;109.581;pop;0.203;9;-9.706
Selena Gomez;Same Old Love;229080;2015;98.02;pop;0.593;11;-4.01
Ja Rule;Livin' It Up;257066;2001;106.095;hip hop, pop, R&B;0.768;6;-4.086
MiMS;This Is Why I'm Hot;253706;2007;80.021;hip hop, pop;0.6;8;-6.349
JAY-Z;I Just Wanna Love U (Give It 2 Me);227866;2000;98.631;hip hop;0.922;4;-5.125
Nelly;Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster;293666;2016;87.025;hip hop, pop, R&B;0.808;1;-4.749
Kaiser Chiefs;Ruby;204200;2007;93.416;rock;0.939;5;-2.82
A Boogie Wit da Hoodie;Swervin (feat. 6ix9ine);189486;2018;93.023;hip hop;0.662;9;-5.239
Puddle Of Mudd;She Hates Me;216760;2001;109.781;rock, metal;0.748;4;-5.433
Steps;It's the Way You Make Me Feel;197360;2000;105.006;pop, Dance/Electronic;0.665;8;-5.081
Chris Brown;Deuces (feat. Tyga & Kevin McCall);276560;2011;73.987;hip hop, pop, R&B;0.736;1;-5.109
Audioslave;Like a Stone;293960;2002;107.849;rock, metal;0.568;7;-5.477
Wale;Bad (feat. Rihanna) - Remix;238826;2013;114.038;hip hop, pop, R&B;0.702;6;-6.594
Dua Lipa;Hotter Than Hell;187957;2017;110.127;pop;0.868;3;-4.23
Sigma;Nobody To Love - Radio Edit;189720;2014;175.001;pop, Dance/Electronic;0.921;8;-3.32
Petit Biscuit;Sunset Lover;237792;2015;90.838;Dance/Electronic;0.467;6;-9.474
Justin Timberlake;What Goes Around.../...Comes Around (Interlude);448573;2006;76.0;pop;0.723;7;-4.751
Machine Gun Kelly;Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha);202804;2017;82.034;hip hop, pop;0.718;3;-5.232
OneRepublic;Good Life;253306;2009;94.988;pop;0.69;6;-7.804
Take That;Patience;202066;2006;175.788;pop;0.783;10;-4.154
Terror Squad;Lean Back;247426;2004;95.321;hip hop;0.916;1;-3.344
Missy Elliott;Work It;263226;2002;101.868;hip hop, pop, R&B;0.677;1;-5.603
Asher Roth;I Love College;241933;2009;86.444;hip hop, pop;0.826;8;-4.075
Arctic Monkeys;Brianstorm;172866;2007;165.182;rock;0.974;1;-4.706
Avicii;Silhouettes - Original Radio Edit;211880;2012;128.074;pop, Dance/Electronic;0.8;5;-6.235
Black Eyed Peas;Let's Get It Started - Spike Mix;217733;2004;104.923;hip hop, pop;0.799;11;-2.208
Ava Max;Sweet but Psycho;187436;2018;133.002;pop;0.704;1;-4.724
Snow Patrol;You're All I Have;273333;2006;132.013;World/Traditional, rock, pop;0.921;2;-4.554
Selena Gomez;Good For You;221560;2015;88.928;pop;0.676;5;-6.447
Calvin Harris;Drinking from the Bottle (feat. Tinie Tempah);240346;2012;128.062;hip hop, pop, Dance/Electronic;0.886;9;-4.175
Selena Gomez & The Scene;Who Says;195613;2011;101.019;pop, Dance/Electronic;0.927;4;-2.915
Felix Jaehn;Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson);186146;2018;117.971;hip hop, pop, Dance/Electronic;0.566;2;-6.959
The Vamps;Middle Of The Night;174600;2017;130.093;pop;0.749;11;-4.323
Alan Walker;Faded;212106;2018;179.642;Dance/Electronic;0.627;6;-5.085
Katy Perry;California Gurls;234653;2012;125.014;pop;0.754;0;-3.729
Coldplay;Paradise;278719;2011;139.631;rock, pop;0.585;5;-6.761
Wheatus;Teenage Dirtbag;241666;1999;94.661;set();0.85;4;-3.904
Lorde;Homemade Dynamite - REMIX;214254;2017;106.996;pop, Dance/Electronic;0.548;0;-4.997
Anne-Marie;2002;186986;2018;96.133;pop, Dance/Electronic;0.683;1;-2.881
Emma Bunton;What Took You So Long?;241000;2001;118.011;pop;0.772;9;-5.4
Busta Rhymes;Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix;238600;2001;89.767;hip hop, pop;0.793;6;-4.699
Imagine Dragons;Demons;177506;2012;89.938;rock;0.71;3;-3.015
Chingy;Right Thurr;250746;2003;92.074;hip hop, pop, R&B;0.749;2;-3.977
Bridgit Mendler;Ready or Not;200946;2012;93.043;pop;0.872;2;-3.835
Lana Del Rey;Lust for Life (with The Weeknd);264011;2017;99.979;pop;0.676;0;-8.618
Missy Elliott;Lose Control (feat. Ciara & Fat Man Scoop);226863;2005;125.461;hip hop, pop, R&B;0.813;4;-7.105
Ne-Yo;Because Of You;266840;2007;109.97;pop, R&B;0.538;0;-5.784
Sam Smith;How Do You Sleep?;202204;2019;110.567;pop;0.682;1;-4.931
The Goo Goo Dolls;Here Is Gone;238173;2002;102.192;pop, rock;0.685;1;-5.178
N.E.R.D;She Wants To Move;213786;2004;115.012;hip hop;0.851;5;-4.831
Britney Spears;Womanizer;224400;2008;139.0;pop;0.695;11;-5.226
Drake;Too Good;263373;2016;117.996;hip hop, pop, R&B;0.653;7;-7.839
Kanye West;Black Skinhead;188013;2013;130.089;hip hop;0.825;1;-6.107
Demi Lovato;Give Your Heart a Break;205346;2011;123.008;pop;0.695;6;-3.218
Britney Spears;I Wanna Go;210266;2011;130.002;pop;0.546;5;-6.55
A1;Caught in the Middle;206466;2001;96.072;pop;0.874;5;-5.122
Taylor Swift;Love Story;236266;2008;118.984;pop;0.741;2;-3.97
T.I.;Live Your Life;338853;2008;159.841;hip hop, pop;0.862;11;-3.363
Creed;My Sacrifice;294600;2001;146.349;pop, rock, metal;0.88;2;-6.035
Mario;Let Me Love You;256733;2004;94.514;pop, R&B;0.578;7;-8.97
Gary Jules;Mad World (Feat. Michael Andrews);189506;2001;174.117;pop;0.0581;3;-17.217
Adele;Hello;295502;2015;157.98;pop, R&B;0.431;5;-6.129
Kanye West;Good Life;207000;2007;82.962;hip hop;0.808;1;-6.881
CNCO;Reggaetón Lento (Remix);188786;2017;93.984;pop, latin;0.909;4;-3.079
The Notorious B.I.G.;Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster;286186;2005;106.328;hip hop;0.628;2;-7.041
Jonas Brothers;Only Human;183000;2019;94.01;pop;0.496;0;-5.883
Fetty Wap;Trap Queen;222093;2015;148.075;hip hop, pop;0.873;7;-3.803
Dido;White Flag;240040;2003;169.951;pop;0.525;5;-6.823
Enrique Iglesias;Be With You;219360;1999;121.996;pop, latin;0.866;1;-5.436
Plan B;She Said;208853;2010;147.007;Dance/Electronic;0.538;3;-5.85
Justin Timberlake;Like I Love You;283626;2002;114.964;pop;0.811;6;-4.927
David Guetta;Sexy Bitch (feat. Akon);195853;2010;130.011;hip hop, pop, Dance/Electronic;0.627;11;-5.018
La Roux;In For The Kill;248626;2009;150.01;pop, Dance/Electronic;0.969;8;-0.276
Fall Out Boy;This Ain't A Scene, It's An Arms Race;212040;2007;199.935;rock;0.887;9;-4.07
Mariah Carey;Touch My Body;204733;2008;78.502;pop, R&B;0.665;4;-7.736
Sugababes;Too Lost In You;237693;2003;98.014;pop, R&B;0.705;1;-4.904
Sugababes;Round Round;236426;2002;126.607;pop, R&B;0.845;6;-3.802
Major Lazer;Light It Up (feat. Nyla & Fuse ODG) - Remix;166138;2015;107.985;hip hop, pop, Dance/Electronic;0.877;9;-3.782
Aloe Blacc;I Need A Dollar;243053;2010;95.498;R&B;0.482;6;-7.116
6ix9ine;FEFE;179404;2018;125.978;hip hop;0.387;1;-9.127
Kylie Minogue;Wow;190973;2007;124.072;pop, Dance/Electronic;0.884;9;-5.466
Green Day;21 Guns;321093;2009;159.779;rock;0.742;5;-4.939
Kodak Black;ZEZE (feat. Travis Scott & Offset);228759;2018;98.043;hip hop;0.603;8;-5.788
50 Cent;Outta Control - Remix;247506;2005;92.029;hip hop, pop;0.599;8;-5.996
Nelly Furtado;Turn Off The Light;276106;2000;180.184;hip hop, pop, latin;0.679;2;-6.26
Beyoncé;Check On It (feat. Slim Thug);211186;2006;166.104;pop, R&B;0.887;7;-3.887
One Direction;Story of My Life;245493;2013;121.07;pop;0.663;3;-5.802
Jessica Simpson;With You;191826;2003;94.487;pop, R&B;0.756;0;-4.583
P!nk;Get the Party Started;192533;2001;128.93;pop;0.903;11;-3.267
ZHU;Faded;223386;2014;124.96;Dance/Electronic;0.475;9;-7.195
SAYGRACE;You Don't Own Me (feat. G-Eazy);201493;2016;186.249;pop, R&B;0.635;7;-5.653
Avril Lavigne;Here's to Never Growing Up;214080;2013;164.986;pop;0.871;0;-3.084
JLS;Beat Again - Radio Edit;196640;2009;120.02;pop;0.93;11;-4.577
Miguel;Sure Thing;195373;2010;81.001;pop, R&B;0.607;11;-8.127
Burak Yeter;Tuesday (feat. Danelle Sandoval);241874;2016;99.002;Dance/Electronic;0.639;9;-6.052
Christina Aguilera;Can't Hold Us Down (feat. Lil' Kim);255266;2002;98.989;pop;0.658;8;-4.481
Cobra Starship;You Make Me Feel... (feat. Sabi);215693;2011;131.959;pop, Dance/Electronic;0.857;7;-2.944
P!nk;Sober;251440;2010;91.066;pop;0.792;6;-4.907
Jordin Sparks;Battlefield;241920;2009;144.953;pop, R&B;0.634;2;-3.472
Ludacris;Money Maker;230613;2006;78.756;hip hop, pop;0.598;1;-6.79
Jennifer Lopez;On The Floor;284866;2011;130.0;hip hop, pop, R&B;0.777;3;-5.194
Pendulum;Propane Nightmares;313346;2008;173.992;Dance/Electronic;0.966;7;-4.13
Chase & Status;Blind Faith;233666;2011;140.042;Dance/Electronic;0.846;9;-4.712
NSG;Options;240081;2020;101.993;World/Traditional, hip hop;0.621;1;-4.684
Beyoncé;Naughty Girl;208600;2003;99.973;pop, R&B;0.466;6;-8.65
Wiz Khalifa;See You Again (feat. Charlie Puth);229525;2015;80.025;hip hop, pop;0.481;10;-7.503
Lana Del Rey;High By The Beach;257573;2015;131.988;pop;0.486;11;-11.067
Black Eyed Peas;Imma Be;257560;2009;92.035;hip hop, pop;0.517;0;-6.963
B.o.B;Magic (feat. Rivers Cuomo);196133;2010;82.439;hip hop, pop;0.932;8;-4.11
Akon;Beautiful;312986;2008;130.015;pop;0.945;0;-4.442
Rihanna;What's My Name?;263173;2010;100.025;hip hop, pop, R&B;0.786;2;-2.959
Kesha;Blow;219973;2010;120.013;pop, Dance/Electronic;0.729;11;-3.862
Sheppard;Geronimo;218227;2014;142.016;pop, rock, Dance/Electronic;0.771;7;-6.275
Travie McCoy;Billionaire (feat. Bruno Mars);211160;2010;86.776;hip hop, pop;0.673;6;-6.403
Tom Odell;Another Love;244360;2013;122.769;pop;0.537;4;-8.532
Diddy;Come to Me (feat. Nicole Scherzinger);276786;2006;96.998;hip hop, pop;0.485;6;-6.45
Mumford & Sons;Little Lion Man;245173;2009;138.585;Folk/Acoustic, rock, pop;0.492;5;-8.05
Nelly;Grillz;271160;2005;82.996;hip hop, pop, R&B;0.504;4;-7.737
Rihanna;S&M;243533;2010;127.975;hip hop, pop, R&B;0.682;1;-5.02
Jonas Blue;Rise;194407;2018;106.046;pop, Dance/Electronic;0.785;1;-4.65
Jason Derulo;Trumpets;217306;2013;81.897;hip hop, pop;0.703;0;-4.884
Eminem;Cleanin' Out My Closet;297840;2002;148.015;hip hop;0.758;9;-4.753
Otto Knows;Million Voices - Radio Edit;192866;2012;125.946;pop, Dance/Electronic;0.894;8;-6.298
Capital Cities;Safe And Sound;192693;2013;117.952;pop;0.783;0;-4.829
Edward Maya;Stereo Love - Radio Edit;184573;2010;127.041;pop;0.783;1;-3.896
Selena Gomez;The Heart Wants What It Wants;227373;2014;83.066;pop;0.789;7;-4.874
Leona Lewis;Bleeding Love;262466;2007;104.036;pop, R&B;0.656;5;-5.886
Cali Swag District;Teach Me How to Dougie;237480;2011;85.013;hip hop, pop;0.438;11;-4.981
3 Doors Down;Let Me Go;243053;2012;92.004;pop, rock, metal;0.863;1;-4.914
Bastille;Good Grief;206493;2016;120.041;pop, rock;0.758;1;-4.888
BlocBoy JB;Look Alive (feat. Drake);181263;2018;140.022;hip hop, pop;0.581;10;-7.495
Chingy;Pullin' Me Back;234133;2006;80.0;hip hop, pop, R&B;0.511;7;-6.66
The Pussycat Dolls;Stickwitu;207506;2005;79.918;pop, R&B;0.554;9;-6.408
Sean Paul;We Be Burnin';213066;2005;117.0;hip hop, pop;0.803;1;-4.195
Taylor Swift;Bad Blood;200106;2015;170.16;pop;0.655;11;-7.388
John Newman;Love Me Again;239894;2013;126.03;set();0.894;2;-4.814
Christina Milian;When You Look At Me - Radio Edit;222546;2001;108.955;hip hop, pop, R&B;0.839;3;-3.399
Sammie;I Like It;251040;2000;129.963;hip hop, pop, R&B;0.656;9;-8.529
Meghan Trainor;NO;213506;2017;92.134;pop;0.803;1;-3.599
Bruno Mars;24K Magic;225983;2016;106.97;pop;0.803;1;-4.282
